(12588;5378;7368;)
(12588;5413;7293;)
(12588;5393;7379;)
(12586;5374;6885;)
(12586;5381;7134;)
(12586;5401;7262;)
(12586;5410;7322;)
(12586;5403;7285;)
(12586;5391;7523;)
(12585;5378;6988;)
(12585;5406;7265;)
(12585;5370;7306;)
(12585;5406;7306;)
(12584;5382;7151;)
(12584;5368;7309;)
(12584;5406;7325;)
(12584;5390;7367;)
(12584;5404;7384;)
(12583;5349;7447;)
(12582;5374;6868;)
(12582;5416;6927;)
(12582;5393;7293;)
(12582;5389;7513;)
(12581;5382;7156;)
(12580;5365;6875;)
(12580;5384;7244;)
(12580;5381;7307;)
(12580;5395;7373;)
(12579;5413;6914;)
(12579;5395;6936;)
(12579;5351;7464;)
(12579;5377;7352;)
(12579;5388;7374;)
(12578;5363;6948;)
(12578;5385;6800;)
(12578;5367;6891;)
(12578;5397;7169;)
(-3780;-11299;7148;)
(-3767;-11289;7182;)
(-3822;-11287;6424;)
(-3823;-11285;6754;)
(-3779;-11284;6710;)
(-3786;-11283;6812;)
(-3772;-11283;6760;)
(-3789;-11283;6715;)
(-3785;-11282;6692;)
(-3785;-11281;6809;)
(-3821;-11281;6751;)
(-3766;-11281;6762;)
(-3788;-11281;6709;)
(-3815;-11280;6767;)
(-3788;-11279;6765;)
(-3778;-11279;6845;)
(-3792;-11279;6729;)
(-3787;-11279;6716;)
(-3787;-11278;6767;)
(-3779;-11278;6730;)
(-3784;-11278;6721;)
(-3778;-11276;6773;)
(-3825;-11276;6756;)
(-3790;-11276;6761;)
(-3808;-11275;6440;)
(-3799;-11275;6767;)
(-3799;-11275;6723;)
(-3820;-11275;6758;)
(-3795;-11275;6757;)
(-3764;-11275;6757;)
(-3682;-11275;6864;)
(-3783;-11275;6741;)
(-3768;-11275;6743;)
(-3767;-11274;6481;)
(-3797;-11274;6756;)
(-3800;-11274;6766;)
(-3765;-11274;6754;)
(-3798;-11274;6711;)
(-3789;-11274;6745;)
(-3769;-11274;6753;)
(-3793;-11273;6409;)
(-3766;-11273;6690;)
(-3769;-11273;6785;)
(-3784;-11273;6768;)
(-3760;-11273;6777;)
(-3766;-11273;6750;)
(-3794;-11273;6724;)
(-3794;-11272;6600;)
(-3788;-11272;6673;)
(-3770;-11272;6785;)
(-3789;-11272;6764;)
(-3771;-11272;6769;)
(-3768;-11272;6784;)
(-3780;-11271;6690;)
(-3770;-11271;6778;)
(-3794;-11271;6772;)
(-3785;-11271;6766;)
(-3771;-11271;6764;)
(-3749;-11271;6757;)
(-3799;-11271;6995;)
(-3775;-11270;6689;)
(-3769;-11270;6686;)
(-3792;-11270;6687;)
(-3764;-11270;6760;)
(-3818;-11270;6757;)
(-3767;-11270;6738;)
(-3776;-11267;6778;)
(-3771;-11267;6709;)
(-3796;-11267;6725;)
(-3782;-11267;6756;)
(-3791;-11267;6766;)
(-3796;-11267;6768;)
(-3794;-11267;6763;)
(-3792;-11266;6419;)
(-3785;-11266;6476;)
(-3784;-11266;6462;)
(-3790;-11266;6462;)
(-3783;-11266;6552;)
(-3782;-11266;6549;)
(-3794;-11266;6571;)
(-3798;-11266;6580;)
(-3796;-11266;6594;)
(-3768;-11266;6695;)
(-3775;-11266;6698;)
(-3782;-11266;6674;)
(-3779;-11266;6717;)
(-3775;-11266;6765;)
(-3782;-11266;6767;)
(-3795;-11265;6450;)
(-3802;-11265;6770;)
(-3793;-11265;6771;)
(-3775;-11265;6778;)
(-3772;-11264;6748;)
(-3816;-11264;6743;)
(-3784;-11263;6683;)
(-3774;-11263;6744;)
(-3768;-11263;6755;)
(-3762;-11263;6758;)
(-3809;-11262;6787;)
(-3769;-11262;6682;)
(-3763;-11262;6692;)
(-4101;21735;7359;)
(-4146;21715;7471;)
(-4081;21713;7390;)
(-4145;21710;7484;)
(-4109;21709;7359;)
(-4108;21708;7359;)
(-4109;21707;7543;)
(-4095;21706;7557;)
(-4147;21705;7451;)
(-4129;21704;7449;)
(-4096;21703;7358;)
(-4124;21700;7320;)
(-4107;21700;7352;)
(-4104;21700;7366;)
(-4136;21700;7450;)
(-4129;21700;7443;)
(-4088;21698;7575;)
(-4145;21698;7490;)
(-4089;21697;7365;)
(-4140;21697;7490;)
(-4136;21697;7483;)
(-4094;21696;7302;)
(-4079;21696;7440;)
(-4134;21694;7316;)
(-4110;21694;7535;)
(-4122;21694;7475;)
(-4148;21694;7460;)
(-4128;21694;7439;)
(-4118;21694;7431;)
(-4121;21693;7324;)
(-4105;21693;7359;)
(-4138;21693;7447;)
(-4133;21692;7281;)
(-4129;21692;7276;)
(-4125;21691;7446;)
(-4118;21688;7479;)
(-4112;21687;7533;)
(-4114;21687;7492;)
(-4124;21687;7481;)
(-4138;21686;7297;)
(-4116;21686;7507;)
(-4102;21686;7468;)
(-4113;21686;7519;)
(-4089;21685;7579;)
(-4110;21685;7466;)
(-4071;21685;7423;)
(-4144;21684;7265;)
(-4075;21684;7437;)
(-4108;21683;7475;)
(-4100;21683;7473;)
(-4088;21683;7433;)
(-4087;21683;7438;)
(-4113;21682;7396;)
(-4110;21682;7473;)
(-4101;21682;7478;)
(-4120;21682;7468;)
(-4104;21681;7112;)
(-4113;21681;7470;)
(-4087;21681;7426;)
(-4106;21681;7429;)
(-4105;21680;7127;)
(-4102;21680;7463;)
(-4094;21680;7477;)
(-4116;21679;7365;)
(-4113;21679;7473;)
(-4107;21679;7437;)
(-4121;21678;7129;)
(-4107;21678;7482;)
(-4116;21678;7474;)
(-4093;21678;7468;)
(-4108;21678;7438;)
(-4111;21677;7380;)
(-4111;21677;7509;)
(-4094;21677;7486;)
(-4104;21677;7463;)
(-4121;21677;7519;)
(-4144;21677;7491;)
(-4116;21676;7111;)
(-4115;21676;7507;)
(-4111;21676;7465;)
(-4105;21676;7495;)
(-4113;21675;7511;)
(-4092;21674;7651;)
(-4114;21674;7364;)
(-4110;21674;7476;)
(-4095;21674;7489;)
(-4114;21674;7488;)
(-4125;21674;7493;)
(-4117;21674;7522;)
(-4142;21674;7498;)
(-4122;21673;7487;)
(-4092;21672;7655;)
(-4095;21672;7490;)
(-4102;21672;7461;)
(-4121;21672;7527;)
(-4116;21672;7490;)
(-4147;21672;7492;)
(-4113;21671;7158;)
(-4107;21671;7531;)
(-4125;21671;7472;)
(-4161;5849;-9090;)
(-4734;6095;-8828;)
(-4728;6087;-8828;)
(-4741;6097;-8813;)
(-5294;7122;-8811;)
(-5283;7113;-8775;)
(-3992;6022;-8761;)
(-3940;5699;-8760;)
(-3936;5692;-8736;)
(-4059;6160;-8680;)
(-3765;6145;-8671;)
(-3777;6160;-8663;)
(-3771;6152;-8661;)
(-3948;6157;-8655;)
(-3600;6400;-8654;)
(-3841;6690;-8638;)
(-3893;6344;-8637;)
(-3892;6302;-8608;)
(-4094;6654;-8602;)
(-4094;6632;-8598;)
(-3899;6436;-8592;)
(-4100;6673;-8586;)
(-3841;6680;-8581;)
(-4100;6658;-8560;)
(-4026;6099;-8552;)
(-3817;6091;-8521;)
(-3832;6090;-8507;)
(-3830;6007;-8487;)
(-3806;5982;-8470;)
(-3899;5907;-8420;)
(-4696;6069;-8361;)
(-3880;5582;-8341;)
(-3770;6427;-8276;)
(-4086;5767;-8131;)
(12407;5410;5121;)
(-3554;-11096;5613;)
(-3558;-11085;5668;)
(12459;5404;5742;)
(12457;5400;5804;)
(12461;5403;5859;)
(12467;5398;5913;)
(12479;5394;5966;)
(12465;5396;5996;)
(-20719;4910;6076;)
(-20714;4905;6076;)
(-20720;4933;6087;)
(-20715;4933;6092;)
(-20725;4934;6095;)
(12458;5371;6105;)
(12467;5378;6170;)
